log_id,template,variables,original
3717,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:17:54.621', 'P0000009826', 'T0000000000000011', '679', 'used_space[42728960],', 'f']","2025-04-30 00:17:54.621 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 679 pages flushed, used_space[42728960], free_space[21432099328]."
3718,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, <*>","['2025-04-30 00:17:54.678', 'P0000009826', 'T0000000000000011048', 'c']","2025-04-30 00:17:54.678 [INFO] database P0000009826 T0000000000000011048  hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342039214"
3719,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush total <*> pages done, pseg_first_open:0, hpc_status:1, src_site:1, <*> <*> max_gen_lsn:0 code:0","['2025-04-30 00:17:54.711', 'P0000009826', 'T0000000000000011048', '0', 'ckpt_lsn:2740342039214,', 'min_fst_mdf_lsn:2740342054383,']","2025-04-30 00:17:54.711 [INFO] database P0000009826 T0000000000000011048  hpc_process_ckpt_far_ep_flush flush total 0 pages done, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342039214, min_fst_mdf_lsn:2740342054383, max_gen_lsn:0 code:0"
3720,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, <*>","['2025-04-30 00:17:55.388', 'P0000009826', 'T0000000000000011042', 'c']","2025-04-30 00:17:55.388 [INFO] database P0000009826 T0000000000000011042  hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342160472"
3721,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush total <*> pages done, pseg_first_open:0, hpc_status:1, src_site:1, <*> <*> max_gen_lsn:0 code:0","['2025-04-30 00:17:55.398', 'P0000009826', 'T0000000000000011042', '2', 'ckpt_lsn:2740342160472,', 'min_fst_mdf_lsn:2740342167120,']","2025-04-30 00:17:55.398 [INFO] database P0000009826 T0000000000000011042  hpc_process_ckpt_far_ep_flush flush total 2 pages done, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342160472, min_fst_mdf_lsn:2740342167120, max_gen_lsn:0 code:0"
3722,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, <*>","['2025-04-30 00:17:59.600', 'P0000009826', 'T0000000000000011048', 'c']","2025-04-30 00:17:59.600 [INFO] database P0000009826 T0000000000000011048  hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342192647"
3723,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush total <*> pages done, pseg_first_open:0, hpc_status:1, src_site:1, <*> <*> max_gen_lsn:0 code:0","['2025-04-30 00:17:59.689', 'P0000009826', 'T0000000000000011048', '63', 'ckpt_lsn:2740342192647,', 'min_fst_mdf_lsn:2740342192649,']","2025-04-30 00:17:59.689 [INFO] database P0000009826 T0000000000000011048  hpc_process_ckpt_far_ep_flush flush total 63 pages done, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342192647, min_fst_mdf_lsn:2740342192649, max_gen_lsn:0 code:0"
3724,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:17:59.793', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340322816],', 's']","2025-04-30 00:17:59.793 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340322816], used space[134505472]"
3725,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:17:59.793 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:18"
3726,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:17:59.793', 'P0000009826', 'T0000000000000011', 'used_space[134505472],', 'f']","2025-04-30 00:17:59.793 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134505472], free_space[21340322816]..."
3727,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:18:00.102', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:18:00.102 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
3728,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:18:00.102', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:18:00.102 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
3729,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, <*>","['2025-04-30 00:18:00.183', 'P0000009826', 'T0000000000000011022', 'c']","2025-04-30 00:18:00.183 [INFO] database P0000009826 T0000000000000011022  hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342302207"
3730,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush total <*> pages done, pseg_first_open:0, hpc_status:1, src_site:1, <*> <*> max_gen_lsn:0 code:0","['2025-04-30 00:18:00.184', 'P0000009826', 'T0000000000000011022', '0', 'ckpt_lsn:2740342302207,', 'min_fst_mdf_lsn:2740342451220,']","2025-04-30 00:18:00.184 [INFO] database P0000009826 T0000000000000011022  hpc_process_ckpt_far_ep_flush flush total 0 pages done, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342302207, min_fst_mdf_lsn:2740342451220, max_gen_lsn:0 code:0"
3731,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:18:00.204', 'P0000009826', 'T0000000000000011334', '160,', '1']","2025-04-30 00:18:00.204 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 18"
3732,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740342351490), ckpt_fil(1), ckpt_off(8153891328), cur_lsn(2740342470777), l_next_seq(35891393044), g_next_seq(35790070709), cur_free(8188578304), total_space(21474828288), used_space(34686976), free_space(21440141312), n_ep(2)","['2025-04-30 00:18:00.204', 'P0000009826', 'T0000000000000011']","2025-04-30 00:18:00.204 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740342351490), ckpt_fil(1), ckpt_off(8153891328), cur_lsn(2740342470777), l_next_seq(35891393044), g_next_seq(35790070709), cur_free(8188578304), total_space(21474828288), used_space(34686976), free_space(21440141312), n_ep(2)"
3733,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:18:00.204', 'P0000009826', 'T0000000000000011', '2102', 'used_space[34691072],', 'f']","2025-04-30 00:18:00.204 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 2102 pages flushed, used_space[34691072], free_space[21440137216]."
3734,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, <*>","['2025-04-30 00:18:00.643', 'P0000009826', 'T0000000000000011006', 'c']","2025-04-30 00:18:00.643 [INFO] database P0000009826 T0000000000000011006  hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342451351"
3735,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush total <*> pages done, pseg_first_open:0, hpc_status:1, src_site:1, <*> <*> max_gen_lsn:0 code:0","['2025-04-30 00:18:00.646', 'P0000009826', 'T0000000000000011006', '1', 'ckpt_lsn:2740342451351,', 'min_fst_mdf_lsn:2740342461647,']","2025-04-30 00:18:00.646 [INFO] database P0000009826 T0000000000000011006  hpc_process_ckpt_far_ep_flush flush total 1 pages done, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342451351, min_fst_mdf_lsn:2740342461647, max_gen_lsn:0 code:0"
3736,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, <*>","['2025-04-30 00:18:02.382', 'P0000009826', 'T0000000000000011001', 'c']","2025-04-30 00:18:02.382 [INFO] database P0000009826 T0000000000000011001  hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342614263"
3737,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush total <*> pages done, pseg_first_open:0, hpc_status:1, src_site:1, <*> <*> max_gen_lsn:0 code:0","['2025-04-30 00:18:02.561', 'P0000009826', 'T0000000000000011001', '586', 'ckpt_lsn:2740342614263,', 'min_fst_mdf_lsn:2740342614309,']","2025-04-30 00:18:02.561 [INFO] database P0000009826 T0000000000000011001  hpc_process_ckpt_far_ep_flush flush total 586 pages done, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342614263, min_fst_mdf_lsn:2740342614309, max_gen_lsn:0 code:0"
3738,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, <*>","['2025-04-30 00:18:02.754', 'P0000009826', 'T0000000000000011030', 'c']","2025-04-30 00:18:02.754 [INFO] database P0000009826 T0000000000000011030  hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342672363"
3739,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:18:02.823', 'P0000009826', 'T0000000000000011335', 'RLOG_FLUSH_THREAD,', 'space[21340478976],', 's']","2025-04-30 00:18:02.823 [INFO] database P0000009826 T0000000000000011335  checkpoint requested by RLOG_FLUSH_THREAD, rlog free space[21340478976], used space[134349312]"
3740,"<DATE> [INFO] database <P_ID> <T_ID>335 checkpoint generated by rlog flush thread, full_status: <STATUS>, ptx_reserved: <RESERVED>",[],"2025-04-30 00:18:02.823 [INFO] database P0000009826 T0000000000000011335  checkpoint generated by rlog flush thread, full_status:161, ptx_reserved:8"
3741,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:18:02.823', 'P0000009826', 'T0000000000000011', 'used_space[134349312],', 'f']","2025-04-30 00:18:02.823 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134349312], free_space[21340478976]..."
3742,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush total <*> pages done, pseg_first_open:0, hpc_status:1, src_site:1, <*> <*> max_gen_lsn:0 code:0","['2025-04-30 00:18:03.133', 'P0000009826', 'T0000000000000011030', '463', 'ckpt_lsn:2740342672363,', 'min_fst_mdf_lsn:2740342672881,']","2025-04-30 00:18:03.133 [INFO] database P0000009826 T0000000000000011030  hpc_process_ckpt_far_ep_flush flush total 463 pages done, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740342672363, min_fst_mdf_lsn:2740342672881, max_gen_lsn:0 code:0"
3743,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:18:03.422', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:18:03.422 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
3744,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:18:03.422', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:18:03.422 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
3745,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:18:03.461', 'P0000009826', 'T0000000000000011334', '160,', '3']","2025-04-30 00:18:03.461 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 32"
3746,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740342769663), ckpt_fil(1), ckpt_off(8258646016), cur_lsn(2740342917401), l_next_seq(35891394158), g_next_seq(35790071823), cur_free(8288320000), total_space(21474828288), used_space(29673984), free_space(21445154304), n_ep(2)","['2025-04-30 00:18:03.462', 'P0000009826', 'T0000000000000011']","2025-04-30 00:18:03.462 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740342769663), ckpt_fil(1), ckpt_off(8258646016), cur_lsn(2740342917401), l_next_seq(35891394158), g_next_seq(35790071823), cur_free(8288320000), total_space(21474828288), used_space(29673984), free_space(21445154304), n_ep(2)"
3747,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:18:03.462', 'P0000009826', 'T0000000000000011', '2639', 'used_space[29673984],', 'f']","2025-04-30 00:18:03.462 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 2639 pages flushed, used_space[29673984], free_space[21445154304]."
3748,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:18:03.462', 'P0000009826', 'T0000000000000011334', 'CKPT2_FLUSH_THREAD,', 'space[21445154304],', 's']","2025-04-30 00:18:03.462 [INFO] database P0000009826 T0000000000000011334  checkpoint requested by CKPT2_FLUSH_THREAD, rlog free space[21445154304], used space[29673984]"
3749,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:18:03.462', 'P0000009826', 'T0000000000000011', 'used_space[29673984],', 'f']","2025-04-30 00:18:03.462 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[29673984], free_space[21445154304]..."
3750,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:18:03.473', 'P0000009826', 'T0000000000000011', '679', 'used_space[30210560],', 'f']","2025-04-30 00:18:03.473 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 679 pages flushed, used_space[30210560], free_space[21444617728]."
3751,<DATE> [WARNING] database <P_ID> <*> socket_err_should_retry <*>,"['2025-04-30 00:18:05.836', 'P0000009826', 'T0000000000000081651', 'e']",2025-04-30 00:18:05.836 [WARNING] database P0000009826 T0000000000000081651  socket_err_should_retry errno:38
3752,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, <*>","['2025-04-30 00:18:09.741', 'P0000009826', 'T0000000000000011044', 'c']","2025-04-30 00:18:09.741 [INFO] database P0000009826 T0000000000000011044  hpc_process_ckpt_far_ep_flush flush begin, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740343344758"
3753,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:18:13.224', 'P0000009826', 'T0000000000000011436', 'CKPT_RLOG_SPACE,', 'space[21340497408],', 's']","2025-04-30 00:18:13.224 [INFO] database P0000009826 T0000000000000011436  checkpoint requested by CKPT_RLOG_SPACE, rlog free space[21340497408], used space[134330880]"
3754,<DATE> [INFO] database <P_ID> <*> checkpoint generate by rlog space,"['2025-04-30 00:18:13.225', 'P0000009826', 'T0000000000000011436']",2025-04-30 00:18:13.225 [INFO] database P0000009826 T0000000000000011436  checkpoint generate by rlog space
3755,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:18:13.225', 'P0000009826', 'T0000000000000011', 'used_space[134330880],', 'f']","2025-04-30 00:18:13.225 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[134330880], free_space[21340497408]..."
3756,"<DATE> [INFO] database <P_ID> <*> hpc_process_ckpt_far_ep_flush flush total <*> pages done, pseg_first_open:0, hpc_status:1, src_site:1, <*> <*> max_gen_lsn:0 code:0","['2025-04-30 00:18:14.469', 'P0000009826', 'T0000000000000011044', '3638', 'ckpt_lsn:2740343344758,', 'min_fst_mdf_lsn:2740343344856,']","2025-04-30 00:18:14.469 [INFO] database P0000009826 T0000000000000011044  hpc_process_ckpt_far_ep_flush flush total 3638 pages done, pseg_first_open:0, hpc_status:1, src_site:1, ckpt_lsn:2740343344758, min_fst_mdf_lsn:2740343344856, max_gen_lsn:0 code:0"
3757,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:18:14.634', 'P0000009826', 'T0000000000000011', 'b']",2025-04-30 00:18:14.634 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 begin
3758,<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_request_far_ep_flush dest_seq:1 <*>,"['2025-04-30 00:18:14.634', 'P0000009826', 'T0000000000000011', 'e']",2025-04-30 00:18:14.634 [INFO] database P0000009826 T0000000000000011334  ckpt2_request_far_ep_flush dest_seq:1 end
3759,<DATE> [INFO] database <P_ID> <*> ckpt2_log_adjust: full_status: <*> ptx_reserved: <*>,"['2025-04-30 00:18:14.776', 'P0000009826', 'T0000000000000011334', '160,', '3']","2025-04-30 00:18:14.776 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: full_status: 160, ptx_reserved: 36"
3760,"<DATE> [INFO] database <P_ID> <T_ID>334 ckpt2_log_adjust: ckpt_lsn(2740343585546), ckpt_fil(1), ckpt_off(8355779584), cur_lsn(2740344147949), l_next_seq(35891397251), g_next_seq(35790074916), cur_free(8393196544), total_space(21474828288), used_space(37401088), free_space(21437427200), n_ep(2)","['2025-04-30 00:18:14.778', 'P0000009826', 'T0000000000000011']","2025-04-30 00:18:14.778 [INFO] database P0000009826 T0000000000000011334  ckpt2_log_adjust: ckpt_lsn(2740343585546), ckpt_fil(1), ckpt_off(8355779584), cur_lsn(2740344147949), l_next_seq(35891397251), g_next_seq(35790074916), cur_free(8393196544), total_space(21474828288), used_space(37401088), free_space(21437427200), n_ep(2)"
3761,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint end, <*> pages flushed, <*> <*>","['2025-04-30 00:18:14.778', 'P0000009826', 'T0000000000000011', '4246', 'used_space[37650432],', 'f']","2025-04-30 00:18:14.778 [INFO] database P0000009826 T0000000000000011334  checkpoint end, 4246 pages flushed, used_space[37650432], free_space[21437177856]."
3762,<DATE> [INFO] database <P_ID> <*> checkpoint requested by <*> rlog free <*> used <*>,"['2025-04-30 00:18:14.778', 'P0000009826', 'T0000000000000011334', 'CKPT2_FLUSH_THREAD,', 'space[21437177856],', 's']","2025-04-30 00:18:14.778 [INFO] database P0000009826 T0000000000000011334  checkpoint requested by CKPT2_FLUSH_THREAD, rlog free space[21437177856], used space[37650432]"
3763,"<DATE> [INFO] database <P_ID> <T_ID>334 checkpoint begin, <*> <*>","['2025-04-30 00:18:14.778', 'P0000009826', 'T0000000000000011', 'used_space[37650432],', 'f']","2025-04-30 00:18:14.778 [INFO] database P0000009826 T0000000000000011334  checkpoint begin, used_space[37650432], free_space[21437177856]..."
3764,<DATE> [WARNING] database <P_ID> <*> socket_err_should_retry <*>,"['2025-04-30 00:18:14.856', 'P0000009826', 'T0000000000000080172', 'e']",2025-04-30 00:18:14.856 [WARNING] database P0000009826 T0000000000000080172  socket_err_should_retry errno:84
